cust_email,first_name,last_name,passwd,street,city,state_province,country,zip_code,phone_number,passport_num,passport_expiration,passport_country,dob,ticket_id,purchase_date,seat_num,price,card_number,card_holder,card_type,card_expiration,cvv_code,flight_num,depart_time,depart_airport,depart_city,depart_state,depart_country,depart_zip_code,arrival_time,date,rating,comments,arrival_airport,arrival_city,arrival_state,arrival_country,arrival_zip_code,airline_name,airline_city,airline_state,airline_country,base_price,flight_status,plane_id,aircraft_age,capacity,type,description
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,48,2021-05-05 13:45:36,8C,891,5385941661114851,Tyler Young,Debit,2024-06-01,567,MU388,2021-05-11 22:13:02,DEN,Denver,Colorado,United States,80249,2021-05-15 18:59:35,2021-05-30 18:59:35,2,Amazing flight with great staff and service.,YYZ,Toronto,Ontario,Canada,6301,JetBlue Airways,Long Island City,NY,USA,411,On time,18796,16,460,Beechcraft King Air,Medium-range
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,49,2021-07-04 8:56:41,8E,142,5385941661114851,Tyler Young,Debit,2024-06-01,567,NH936,2021-07-06 13:58:37,MIA,Miami,Florida,United States,33142,2021-07-11 4:31:12,2021-07-20 4:31:12,5,Poor flight experience with unhelpful staff.,MEX,Mexico City,,Mexico,15620,Hawaiian Airlines,Honolulu,HI,USA,378,On time,6198,16,180,Airbus A320,twin-engine jetliner
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,50,2021-12-05 9:17:33,8F,436,5385941661114851,Tyler Young,Debit,2024-06-01,567,EY679,2021-12-10 4:26:48,YYZ,Toronto,Ontario,Canada,6301,2021-12-13 16:36:45,2022-01-04 16:36:45,3,Terrible flight experience with rude and unhelpful staff.,BCN,Barcelona,,Spain,8820,United Airlines,Chicago,IL,USA,252,Delayed,357,8,70,Boeing 757,Regional jet with narrow body
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,51,2021-05-29 0:02:32,8G,599,5385941661114851,Tyler Young,Debit,2024-06-01,567,HU899,2021-05-30 8:04:34,MEX,Mexico City,,Mexico,15620,2021-06-01 23:23:19,2021-06-20 23:23:19,1,Amazing flight with exceptional staff.,MAD,Madrid,Community of Madrid,Spain,28042,Allegiant Air,Las Vegas,NV,USA,436,On time,927,12,70,Bombardier CRJ900,wide-body twin-engine jetliner
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,52,2021-06-17 22:24:43,8H,287,5385941661114851,Tyler Young,Debit,2024-06-01,567,QF551,2021-06-25 8:24:47,MAD,Madrid,Community of Madrid,Spain,28042,2021-07-01 5:08:59,2021-07-26 5:08:59,5,"Decent flight, nothing stood out.",DFW,Dallas/Fort Worth,Texas,United States,75261,Delta Air Lines,Atlanta,GA,USA,339,On time,3208,12,30,Boeing 787,long-range tri-jet
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,53,2021-09-14 18:12:31,8J,716,5385941661114851,Tyler Young,Debit,2024-06-01,567,UA232,2021-09-16 21:32:11,BCN,Barcelona,,Spain,8820,2021-09-23 11:48:13,2021-10-06 11:48:13,3,Above average flight experience with helpful staff.,ATL,Atlanta,Georgia,United States,30337,Southwest Airlines,Dallas,TX,USA,408,Delayed,5210,2,40,Gulfstream G650,Short-to-medium range regional jet
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,54,2021-10-01 13:50:49,8K,372,4790428298140149,Claire Baker,Credit,2022-09-01,678,AC453,2021-10-04 15:28:04,DFW,Dallas/Fort Worth,Texas,United States,75261,2021-10-09 4:10:25,2021-10-16 4:10:25,1,Poor flight experience with unhelpful staff and poor service.,YYC,Calgary,Alberta,Canada,2027,American Airlines,Fort Worth,TX,USA,297,On time,64597,4,240,Boeing 787,twin-engine jetliner
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,55,2021-08-22 19:21:25,9A,589,4790428298140149,Claire Baker,Credit,2022-09-01,678,DL675,2021-08-25 16:53:06,ATL,Atlanta,Georgia,United States,30337,2021-08-29 6:33:42,2021-09-28 6:33:42,5,Amazing flight experience with great staff and service.,YVR,Vancouver,British Columbia,Canada,2272,JetBlue Airways,Long Island City,NY,USA,484,Delayed,287,9,440,Embraer E190,twin-engine jetliner
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,56,2021-04-29 18:47:46,9C,921,4790428298140149,Claire Baker,Credit,2022-09-01,678,BA720,2021-05-06 13:05:37,BOS,Boston,Massachusetts,United States,2128,2021-05-07 18:09:47,2021-05-24 18:09:47,1,Terrible experience on this flight. Staff was rude and unhelpful.,BOS,Boston,Massachusetts,United States,2128,United Airlines,Chicago,IL,USA,309,Delayed,4513,4,480,Boeing 787,Short-to-medium range regional jet
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,57,2021-07-20 10:07:26,9E,404,4790428298140149,Claire Baker,Credit,2022-09-01,678,LH113,2021-07-23 3:16:05,YYC,Calgary,Alberta,Canada,2027,2021-07-30 9:26:41,2021-08-02 9:26:41,5,Great flight experience with friendly and attentive staff.,EWR,Newark,New Jersey,United States,7114,Allegiant Air,Las Vegas,NV,USA,444,On time,950,11,70,Sukhoi Superjet 100,Short-to-medium range regional jet
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,58,2021-10-28 10:49:31,9F,534,4790428298140149,Claire Baker,Credit,2022-09-01,678,EK384,2021-11-03 16:31:25,YVR,Vancouver,British Columbia,Canada,2272,2021-11-11 10:13:24,2021-12-02 10:13:24,2,"Average flight, nothing special.",IAD,Washington D.C.,District of Columbia,United States,20001,Delta Air Lines,Atlanta,GA,USA,327,Delayed,1865,4,460,Embraer E190,Business jet with long range
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,59,2021-12-12 17:30:43,9G,639,4790428298140149,Claire Baker,Credit,2022-09-01,678,AA523,2021-12-14 18:46:27,LGA,New York,New York,United States,11371,2021-12-20 20:28:14,2022-01-06 20:28:14,2,Excellent flight experience with fantastic staff and service.,PHL,Philadelphia,Pennsylvania,United States,19153,Southwest Airlines,Dallas,TX,USA,422,On time,3085,3,80,Boeing 737,Medium-range
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,60,2021-10-16 6:10:07,9H,198,4790428298140149,Claire Baker,Credit,2022-09-01,678,KL877,2021-10-18 15:16:36,EWR,Newark,New Jersey,United States,7114,2021-10-26 15:00:42,2021-11-21 15:00:42,3,Decent flight with some minor issues.,SEA,Seattle,Washington,United States,98158,American Airlines,Fort Worth,TX,USA,488,On time,8945,13,240,Gulfstream G650,wide-body twin-engine jetliner
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,61,2022-01-23 7:16:26,9J,942,4790428298140149,Claire Baker,Credit,2022-09-01,678,CZ978,2022-01-26 20:58:35,IAD,Washington D.C.,District of Columbia,United States,20001,2022-02-02 16:40:11,2022-02-27 16:40:11,1,Terrible experience on this flight. Unhelpful staff and poor service.,MCO,Orlando,Florida,United States,31118,JetBlue Airways,Long Island City,NY,USA,377,Delayed,16724,18,300,Boeing 747,Medium- to long-range twin-engine jetliner
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,62,2022-02-19 6:19:23,9K,797,4790428298140149,Claire Baker,Credit,2022-09-01,678,AF322,2022-02-20 22:40:52,PHL,Philadelphia,Pennsylvania,United States,19153,2022-02-26 16:52:28,2022-03-26 16:52:28,3,"Decent flight, but could have been better.",PHX,Phoenix,Arizona,United States,85034,United Airlines,Chicago,IL,USA,300,On time,4589,7,80,Embraer E190,Twin-engine turboprop regional airliner
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,63,2021-12-31 13:54:21,10A,176,4790428298140149,Claire Baker,Credit,2022-09-01,678,TK589,2022-01-02 19:27:45,SEA,Seattle,Washington,United States,98158,2022-01-05 18:51:38,2022-01-18 18:51:38,3,Above average flight experience with helpful staff.,LAS,Las Vegas,Nevada,United States,89119,Allegiant Air,Las Vegas,NV,USA,489,On time,743,14,90,Airbus A380,Turboprop utility aircraft
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,64,2021-11-28 0:45:02,10C,865,4790428298140149,Claire Baker,Credit,2022-09-01,678,QR906,2021-11-29 3:56:30,MCO,Orlando,Florida,United States,31118,2021-12-07 1:26:56,2021-12-09 1:26:56,5,Great flight experience with friendly and attentive staff.,MSP,Minneapolis,Minnesota,United States,55450,Delta Air Lines,Atlanta,GA,USA,402,Delayed,649,7,40,McDonnell Douglas MD-11,Long-range
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,65,2022-01-07 15:07:24,10E,947,4026969176852007,David Taylor,Credit,2023-05-01,789,CX872,2022-01-14 23:13:29,PHX,Phoenix,Arizona,United States,85034,2022-01-20 14:50:30,2022-02-04 14:50:30,3,Excellent flight experience with wonderful staff and service.,DTW,Detroit,Michigan,United States,48242,Southwest Airlines,Dallas,TX,USA,461,On time,8950,3,60,Embraer E190,Medium-range
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,66,2021-10-24 14:36:16,10F,528,4026969176852007,David Taylor,Credit,2023-05-01,789,KE134,2021-10-28 8:34:56,LAS,Las Vegas,Nevada,United States,89119,2021-11-04 0:00:56,2021-11-19 0:00:56,5,Terrible flight experience with rude and unhelpful staff.,BNA,Nashville,Tennessee,United States,37214,Hawaiian Airlines,Honolulu,HI,USA,435,Delayed,1732,4,320,McDonnell Douglas MD-11,twin-engine jetliner
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,67,2021-05-16 22:49:16,10G,213,4026969176852007,David Taylor,Credit,2023-05-01,789,SQ448,2021-05-22 2:27:29,MSP,Minneapolis,Minnesota,United States,55450,2021-05-29 0:11:51,2021-06-16 0:11:51,5,Amazing flight with exceptional staff and service.,PIT,Pittsburgh,Pennsylvania,United States,15231,American Airlines,Fort Worth,TX,USA,382,Delayed,5413,18,40,Bombardier CRJ900,twin-engine jetliner
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,68,2022-01-20 4:33:49,10H,374,4026969176852007,David Taylor,Credit,2023-05-01,789,AY757,2022-01-24 16:11:02,DTW,Detroit,Michigan,United States,48242,2022-01-25 19:42:10,2022-02-18 19:42:10,2,"Average flight, nothing stood out.",CLT,Charlotte,North Carolina,United States,28208,JetBlue Airways,Long Island City,NY,USA,352,On time,2659,17,300,Boeing 777,Wide-body
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,69,2021-07-18 22:43:56,10J,819,4026969176852007,David Taylor,Credit,2023-05-01,789,MU389,2021-07-26 2:31:18,BNA,Nashville,Tennessee,United States,37214,2021-07-30 19:32:00,2021-08-02 19:32:00,5,Above average flight experience with helpful staff.,FLL,Fort Lauderdale,Florida,United States,33315,United Airlines,Chicago,IL,USA,332,Delayed,6015,7,70,Sukhoi Superjet 100,Short- to medium-range regional airliner
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,70,2022-02-20 2:48:24,10K,659,4026969176852007,David Taylor,Credit,2023-05-01,789,NH937,2022-02-21 4:22:30,IND,Indianapolis,Indiana,United States,46241,2022-02-24 1:55:02,2022-03-07 1:55:02,2,Poor flight experience with unhelpful staff.,MSY,New Orleans,Louisiana,United States,70062,Allegiant Air,Las Vegas,NV,USA,476,On time,7482,4,200,Boeing 757,Four-engine jumbo jet
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,71,2022-03-20 18:56:49,11A,476,4026969176852007,David Taylor,Credit,2023-05-01,789,EY680,2022-03-25 10:36:34,PIT,Pittsburgh,Pennsylvania,United States,15231,2022-04-01 22:09:56,2022-04-26 22:09:56,2,Great flight experience with friendly and attentive staff.,SAN,San Diego,California,United States,92101,Delta Air Lines,Atlanta,GA,USA,455,On time,3985,8,200,Gulfstream G650,narrow-body twin-engine jetliner
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,72,2021-11-01 1:50:51,11C,114,4026969176852007,David Taylor,Credit,2023-05-01,789,HU900,2021-11-09 1:39:20,CLT,Charlotte,North Carolina,United States,28208,2021-11-13 1:17:01,2021-12-02 1:17:01,1,Excellent flight with fantastic staff and service.,SLC,Salt Lake City,Utah,United States,84122,Southwest Airlines,Dallas,TX,USA,397,Delayed,8965,5,360,Boeing 757,Medium- to long-range twin-engine jetliner
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,73,2021-08-13 20:43:41,11E,624,4026969176852007,David Taylor,Credit,2023-05-01,789,QF552,2021-08-16 3:04:01,FLL,Fort Lauderdale,Florida,United States,33315,2021-08-22 16:24:59,2021-09-01 16:24:59,1,Average flight with some minor issues.,TPA,Tampa,Florida,United States,33607,American Airlines,Fort Worth,TX,USA,301,On time,17963,13,360,Airbus A380,Short-to-medium range regional jet
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,74,2021-07-13 4:27:00,11F,263,4026969176852007,David Taylor,Credit,2023-05-01,789,UA233,2021-07-14 13:34:18,MSY,New Orleans,Louisiana,United States,70062,2021-07-21 15:00:11,2021-08-13 15:00:11,5,Amazing flight experience with great staff and service.,RDU,Raleigh-Durham,North Carolina,United States,27623,JetBlue Airways,Long Island City,NY,USA,219,Delayed,6254,18,460,Boeing 747,Twin-engine turboprop utility aircraft
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,75,2021-06-25 4:41:05,11G,849,4026969176852007,David Taylor,Credit,2023-05-01,789,AC454,2021-06-30 1:13:35,SAN,San Diego,California,United States,92101,2021-07-04 10:41:47,2021-08-02 10:41:47,5,Poor flight experience with unhelpful staff and poor service.,CLE,Cleveland,Ohio,United States,44135,Hawaiian Airlines,Honolulu,HI,USA,455,Delayed,9521,2,400,Sukhoi Superjet 100,twin-engine jetliner
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,76,2021-05-16 22:30:51,11H,719,5446930159740726,Ashley Evans,Debit,2023-05-02,788,DL676,2021-05-18 6:04:42,SLC,Salt Lake City,Utah,United States,84122,2021-05-19 23:11:05,2021-05-24 23:11:05,1,Terrible flight experience with rude and unhelpful staff.,CVG,Cincinnati,Ohio,United States,41048,United Airlines,Chicago,IL,USA,201,On time,6387,14,360,Boeing 757,twin-engine jetliner
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,77,2021-11-05 14:50:27,11J,521,5446930159740726,Ashley Evans,Debit,2023-05-02,788,BA721,2021-11-13 10:10:19,TPA,Tampa,Florida,United States,33607,2021-11-17 22:59:30,2021-12-06 22:59:30,5,Above average flight experience with friendly staff.,SJC,San Jose,California,United States,95110,Allegiant Air,Las Vegas,NV,USA,290,Delayed,1704,2,340,Sukhoi Superjet 100,Long-range business jet
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,78,2021-08-04 0:00:37,11K,385,5446930159740726,Ashley Evans,Debit,2023-05-02,788,LH114,2021-08-05 11:24:38,RDU,Raleigh-Durham,North Carolina,United States,27623,2021-08-13 4:46:56,2021-08-21 4:46:56,5,"Decent flight, could have been better.",SNA,Santa Ana,California,United States,92707,Delta Air Lines,Atlanta,GA,USA,231,On time,502,6,360,Beechcraft King Air,twin-engine jetliner
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,79,2021-05-03 1:15:35,12A,978,5446930159740726,Ashley Evans,Debit,2023-05-02,788,EK385,2021-05-08 21:11:24,CLE,Cleveland,Ohio,United States,44135,2021-05-11 7:36:09,2021-05-20 7:36:09,4,Excellent flight experience with exceptional staff.,OAK,Oakland,California,United States,94621,Southwest Airlines,Dallas,TX,USA,372,On time,3958,17,50,McDonnell Douglas MD-11,twin-engine jetliner
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,80,2021-05-27 20:28:48,12C,694,5446930159740726,Ashley Evans,Debit,2023-05-02,788,AA524,2021-06-04 12:07:55,CVG,Cincinnati,Ohio,United States,41048,2021-06-09 21:21:59,2021-06-14 21:21:59,5,Great flight experience with helpful staff.,SMF,Sacramento,California,United States,95837,American Airlines,Fort Worth,TX,USA,464,Delayed,619,3,160,Sukhoi Superjet 100,Short- to medium-range regional airliner
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,81,2021-06-15 15:20:30,12E,163,5446930159740726,Ashley Evans,Debit,2023-05-02,788,KL878,2021-06-20 22:32:49,SJC,San Jose,California,United States,95110,2021-06-25 4:44:07,2021-07-17 4:44:07,5,"Average flight, nothing special.",PDX,Portland,Oregon,United States,97218,JetBlue Airways,Long Island City,NY,USA,449,On time,9413,8,420,Dassault Falcon 900,Short- to medium-range regional airliner
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,82,2022-02-19 3:35:50,12F,757,5446930159740726,Ashley Evans,Debit,2023-05-02,788,CZ979,2022-02-21 20:10:22,SNA,Santa Ana,California,United States,92707,2022-02-27 10:34:48,2022-03-02 10:34:48,2,Amazing flight with fantastic staff and service.,ABQ,Albuquerque,New Mexico,United States,87106,United Airlines,Chicago,IL,USA,209,On time,8215,5,100,Boeing 747,Short- to medium-range regional airliner
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,83,2021-08-05 12:43:24,12G,893,5446930159740726,Ashley Evans,Debit,2023-05-02,788,AF323,2021-08-09 5:44:55,OAK,Oakland,California,United States,94621,2021-08-11 21:10:42,2021-08-21 21:10:42,2,Terrible experience on this flight. Staff was rude and unhelpful.,SAT,San Antonio,Texas,United States,78216,Allegiant Air,Las Vegas,NV,USA,299,Delayed,4075,13,180,Gulfstream G650,Regional jet with narrow body
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,84,2022-01-31 8:31:38,12H,311,5446930159740726,Ashley Evans,Debit,2023-05-02,788,TK590,2022-02-02 15:19:02,SMF,Sacramento,California,United States,95837,2022-02-10 6:19:26,2022-02-14 6:19:26,2,Above average flight experience with friendly and attentive staff.,BUF,Buffalo,New York,United States,14225,Delta Air Lines,Atlanta,GA,USA,320,On time,978,15,320,Dassault Falcon 900,Turboprop utility aircraft
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,85,2022-03-19 9:49:18,12J,472,5446930159740726,Ashley Evans,Debit,2023-05-02,788,QR907,2022-03-25 13:08:06,PDX,Portland,Oregon,United States,97218,2022-03-30 21:14:12,2022-04-29 21:14:12,3,Excellent flight experience with exceptional staff and service.,MEM,Memphis,Tennessee,United States,38116,Southwest Airlines,Dallas,TX,USA,276,On time,5302,13,200,Boeing 777,Composite-material
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,86,2021-06-01 21:38:21,12K,657,5446930159740726,Ashley Evans,Debit,2023-05-02,788,CX873,2021-06-04 23:11:07,SAN,San Diego,California,United States,92101,2021-06-06 6:51:37,2021-06-18 6:51:37,2,Poor flight experience with unhelpful staff.,CHS,Charleston,South Carolina,United States,29407,American Airlines,Fort Worth,TX,USA,264,Delayed,826,10,60,Boeing 747,Regional jet with narrow body
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,87,2022-01-28 9:58:00,13A,238,4178762017781083,Adam Wilson,Credit,2024-12-01,890,KE135,2022-02-02 8:01:12,ABQ,Albuquerque,New Mexico,United States,87106,2022-02-09 7:27:55,2022-02-24 7:27:55,2,Great flight experience with fantastic staff and service.,TUL,Tulsa,Oklahoma,United States,74115,JetBlue Airways,Long Island City,NY,USA,221,On time,953,13,480,Airbus A330,Twin-engine turboprop regional airliner
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,88,2021-12-05 2:47:03,13C,829,4178762017781083,Adam Wilson,Credit,2024-12-01,890,SQ449,2021-12-12 11:53:46,SAT,San Antonio,Texas,United States,78216,2021-12-19 5:39:02,2022-01-12 5:39:02,1,Terrible flight experience with rude and unhelpful staff.,TUS,Tucson,Arizona,United States,85756,Hawaiian Airlines,Honolulu,HI,USA,412,Delayed,301,18,280,Boeing 737,Medium- to long-range twin-engine jetliner
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,89,2022-02-03 14:14:18,13E,517,4178762017781083,Adam Wilson,Credit,2024-12-01,890,AY758,2022-02-09 18:08:59,BHM,Birmingham,Alabama,United States,35212,2022-02-11 10:42:04,2022-02-12 10:42:04,1,"Decent flight, but could have been better.",PSP,Palm Springs,California,United States,92262,United Airlines,Chicago,IL,USA,443,On time,734,2,60,Bombardier CRJ900,twin-engine jetliner
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,90,2021-06-19 17:51:38,13F,786,4178762017781083,Adam Wilson,Credit,2024-12-01,890,MU390,2021-06-23 20:53:01,BUF,Buffalo,New York,United States,14225,2021-06-26 10:48:54,2021-07-21 10:48:54,1,Above average flight experience with helpful staff.,GSO,Greensboro,North Carolina,United States,27409,Allegiant Air,Las Vegas,NV,USA,303,Delayed,947,4,420,Embraer E190,Short-to-medium range regional jet
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,91,2021-11-24 13:44:48,13G,440,4178762017781083,Adam Wilson,Credit,2024-12-01,890,NH938,2021-11-26 8:48:01,CHS,Charleston,South Carolina,United States,29407,2021-12-01 14:51:32,2021-12-03 14:51:32,1,Amazing flight with exceptional staff and service.,GSP,Greenville-Spartanburg,South Carolina,United States,29651,Delta Air Lines,Atlanta,GA,USA,459,On time,368,8,260,Bombardier CRJ900,Composite-material
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,92,2021-08-15 8:34:21,13H,965,4178762017781083,Adam Wilson,Credit,2024-12-01,890,EY681,2021-08-22 5:33:27,MEM,Memphis,Tennessee,United States,38116,2021-08-29 2:10:44,2021-09-08 2:10:44,1,Average flight with some minor issues.,AVL,Asheville,North Carolina,United States,28806,Southwest Airlines,Dallas,TX,USA,303,Delayed,2074,11,200,Bombardier CRJ200,twin-engine jetliner
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,93,2021-08-10 22:59:22,13J,721,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HU901,2021-08-14 8:20:14,TUL,Tulsa,Oklahoma,United States,74115,2021-08-21 10:23:51,2021-08-25 10:23:51,4,Terrible experience on this flight. Unhelpful staff and poor service.,CAK,Akron-Canton,Ohio,United States,44720,American Airlines,Fort Worth,TX,USA,366,On time,156,13,200,Boeing 767,Business jet with long range
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,94,2021-05-30 21:16:06,13K,557,4178762017781083,Adam Wilson,Credit,2024-12-01,890,QF553,2021-06-03 17:08:16,TUS,Tucson,Arizona,United States,85756,2021-06-06 18:31:59,2021-06-13 18:31:59,4,Great flight experience with friendly and attentive staff.,DAY,Dayton,Ohio,United States,45377,JetBlue Airways,Long Island City,NY,USA,451,Delayed,684,6,140,Airbus A380,Long-range business jet
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,95,2021-05-08 23:33:00,14A,327,4178762017781083,Adam Wilson,Credit,2024-12-01,890,UA234,2021-05-13 18:54:58,RNO,Reno,Nevada,United States,89502,2021-05-17 17:03:01,2021-06-11 17:03:01,4,Excellent flight experience with wonderful staff and service.,LEX,Lexington,Kentucky,United States,40510,United Airlines,Chicago,IL,USA,464,On time,7531,6,300,Gulfstream G650,Regional jet with narrow body
