cust_email,first_name,last_name,passwd,street,city,state_province,country,zip_code,phone_number,passport_num,passport_expiration,passport_country,dob,room_id,check_in_date,check_out_date,purchase_date,rate_per_night,card_number,card_holder,card_type,card_expiration,cvv_code,hotel_id,date,rating,comments,number,type,max_occupancy,floor,footprint,notes,price,name,stars,hotel_street,hotel_city,hotel_state,hotel_country,hotel_zip_code
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,6965,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,383,4790428298140149,Claire Baker,Credit,2022-09-01,678,HT010,7/15/2020 12:23:23,3,"This hotel was just average. The room was clean and comfortable enough, but there was nothing particularly special about it.",324,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,6966,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,596,4790428298140149,Claire Baker,Credit,2022-09-01,678,HT013,8/19/2021 15:29:23,5,This hotel was amazing! The room was luxurious and the staff were incredibly friendly and accommodating.,812,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,6967,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,183,4790428298140149,Claire Baker,Credit,2022-09-01,678,HT016,7/15/2020 12:25:56,4,"I had a good stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",928,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,6968,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,923,4790428298140149,Claire Baker,Credit,2022-09-01,678,HT019,4/23/2020 19:20:25,2,"This hotel was mediocre at best. The room was small and poorly maintained, and the staff were unhelpful and unprofessional.",133,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,6969,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,276,4790428298140149,Claire Baker,Credit,2022-09-01,678,HT015,08/29/2022 15:32:35,3,"This hotel was okay, but nothing really stood out to me. The room was clean and comfortable, but the amenities were lacking.",732,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,6970,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,283,4790428298140149,Claire Baker,Credit,2022-09-01,678,HT001,,,,214,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,6971,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,502,4790428298140149,Claire Baker,Credit,2022-09-01,678,HT008,,,,315,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6972,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,842,4026969176852007,David Taylor,Credit,2023-05-01,789,HT006,5/15/2019 3:25:30,4,"I had a pleasant stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",503,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6973,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,618,4026969176852007,David Taylor,Credit,2023-05-01,789,HT003,3/25/2020 14:52:35,3,"This hotel was just okay. The room was clean and comfortable enough, but the amenities were lacking.",726,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6974,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,624,4026969176852007,David Taylor,Credit,2023-05-01,789,HT005,5/15/2021 3:25:30,5,"This hotel was fantastic! The room was spacious and comfortable, and the staff were friendly and helpful.",919,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6975,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,758,4026969176852007,David Taylor,Credit,2023-05-01,789,HT004,7/15/2019 15:23:23,4,"I would not recommend this hotel. The room was small and poorly maintained, and the staff were unhelpful and unfriendly.",128,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6976,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,426,4026969176852007,David Taylor,Credit,2023-05-01,789,HT010,7/15/2020 12:23:23,2,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",614,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6977,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,290,4026969176852007,David Taylor,Credit,2023-05-01,789,HT013,8/19/2021 15:29:23,3,This hotel was amazing! The room was beautiful and the staff were incredibly friendly and helpful.,430,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6978,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,497,4026969176852007,David Taylor,Credit,2023-05-01,789,HT016,7/15/2020 12:25:56,5,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unprofessional.",921,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6979,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,444,4026969176852007,David Taylor,Credit,2023-05-01,789,HT019,4/23/2020 19:20:25,2,"This hotel was just okay. The room was clean and comfortable enough, but the amenities were lacking.",545,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6980,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,108,4026969176852007,David Taylor,Credit,2023-05-01,789,HT015,08/29/2022 15:32:35,4,"I had a great stay at this hotel. The room was clean and comfortable, and the location was perfect.",546,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6981,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,381,4026969176852007,David Taylor,Credit,2023-05-01,789,HT001,,,,547,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,6982,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,1900,4026969176852007,David Taylor,Credit,2023-05-01,789,HT008,,,,548,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6983,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,130,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT006,5/15/2019 3:25:30,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unfriendly. I would not recommend this hotel to anyone.",549,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6984,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,888,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT003,3/25/2020 14:52:35,4,"I had a pleasant stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful. The location was also very convenient for my needs.",550,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6985,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,193,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT005,5/15/2021 3:25:30,3,"This hotel was just average. The room was clean and comfortable enough, but there was nothing particularly special about it. I would recommend this hotel for a short stay.",551,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6986,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,875,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT004,7/15/2019 15:23:23,5,"This hotel was amazing! The room was luxurious and the staff were incredibly friendly and accommodating. The restaurant on site was also fantastic, with a great menu and a cozy atmosphere.",552,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6987,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,803,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT010,7/15/2020 12:23:23,4,"I had a good stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful. I would recommend this hotel for a budget-friendly option.",225,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6988,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,860,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT013,8/19/2021 15:29:23,2,"This hotel was mediocre at best. The room was small and poorly maintained, and the staff were unhelpful and unfriendly. I would not recommend this hotel to anyone.",100,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6989,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,437,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT016,7/15/2020 12:25:56,3,"This hotel was okay, but nothing really stood out to me. The room was clean and comfortable, but the amenities were lacking. I would recommend this hotel for a short stay.",180,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6990,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,874,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT019,4/23/2020 19:20:25,5,I loved this hotel! The room was beautiful and the staff were incredibly friendly and accommodating. The location was also perfect for exploring the city.,180,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6991,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,296,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT015,08/29/2022 15:32:35,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unfriendly. I would not recommend this hotel to anyone.",150,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6992,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,980,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT001,,,,110,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
ashley.evans@example.com,ashley,evans,passwd8,7 Bellgrove Plaza,Cambridgeshire,,UK,2323231,163-534-2497,OQ5399035,3/18/2028,South Africa,1/16/1974,6993,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,271,5446930159740726,Ashley Evans,Debit,2023-05-02,788,HT008,,,,165,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,6994,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,659,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT006,5/15/2019 3:25:30,2,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",120,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,6995,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,981,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT003,3/25/2020 14:52:35,3,This hotel was amazing! The room was beautiful and the staff were incredibly friendly and helpful.,195,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,6996,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,228,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT005,5/15/2021 3:25:30,5,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unprofessional.",175,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,6997,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,135,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT004,7/15/2019 15:23:23,2,"This hotel was just okay. The room was clean and comfortable enough, but the amenities were lacking.",255,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,6998,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,811,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT010,7/15/2020 12:23:23,4,"I had a great stay at this hotel. The room was clean and comfortable, and the location was perfect.",290,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,6999,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,691,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT013,8/19/2021 15:29:23,3,"This hotel was disappointing. The room was small and uncomfortable, and the staff were unhelpful.",95,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,7000,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,648,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT016,7/15/2020 12:25:56,5,This hotel was fantastic! The room was luxurious and the staff were incredibly accommodating.,145,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,7001,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,739,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT019,4/23/2020 19:20:25,4,"I had a good stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",345,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,7002,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,799,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT015,08/29/2022 15:32:35,4,"This hotel was great! The room was clean and comfortable, and the staff were friendly and helpful. I particularly appreciated the breakfast buffet each morning, which had a great selection of items to choose from.",315,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,7003,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,222,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT001,,,,85,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
adam.wilson@example.com,adam,wilson,passwd9,34367 Heath Trail,Cambridgeshire,,UK,56977,284-791-0663,IB9162743,3/6/2027,Macedonia,12/24/1957,7004,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,744,4178762017781083,Adam Wilson,Credit,2024-12-01,890,HT008,,,,245,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7005,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,167,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT006,5/15/2019 3:25:30,5,One of the best hotels I've ever stayed at.,130,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7006,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,436,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT003,3/25/2020 14:52:35,4,"Good hotel, no complaints.",150,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7007,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,765,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT005,5/15/2021 3:25:30,2,"Mediocre hotel, wouldn't stay again.",370,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7008,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,531,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT004,7/15/2019 15:23:23,3,"Average hotel, nothing special.",305,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7009,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,224,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT010,7/15/2020 12:23:23,5,"Fantastic hotel, exceeded my expectations.",175,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7010,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,198,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT013,8/19/2021 15:29:23,2,"Terrible hotel, would not recommend.",320,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7011,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,112,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT016,7/15/2020 12:25:56,4,"Nice hotel, clean and comfortable rooms.",240,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7012,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,944,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT019,4/23/2020 19:20:25,4,"Good hotel, friendly staff.",707,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7013,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,292,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT015,08/29/2022 15:32:35,3,"Okay hotel, not worth the price.",708,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7014,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,703,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT001,,,,709,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
olivia.johnson@example.com,olivia,johnson,passwd10,8126 Johnson Way,Miami,FL,USA,98788,231-920-4671,EJ3057333,9/23/2027,Poland,3/18/2016,7015,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,962,4716556986264328,Olivia Johnson,Credit,2022-10-01,901,HT008,,,,710,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7016,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,233,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT006,5/15/2019 3:25:30,2,"This hotel was a disappointment. The room was small and dingy, and the staff were unhelpful and unprofessional.",711,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
